movieId,title,genres,tag,relevant_tags,combined_features,imdbId
95199,What to Expect When You're Expecting (2012),Comedy Drama Romance,adapted from:book(spinoff) pregnancy,pregnancy chick flick adoption parenthood relationships,Comedy Drama Romance adapted from:book(spinoff) pregnancy pregnancy chick flick adoption parenthood relationships,1586265
95201,To Rome with Love (2012),Comedy,Roberto Benigni cinematography comedy date movie great cast hilarious love made me smile performances pleasant relationships woody allen Alec Baldwin clever funny Rome Woody Allen adultery great cast love made me smile pleasant woody allen great cast hilarious made me smile pleasant Rome,rome adultery relationships love original,Comedy Roberto Benigni cinematography comedy date movie great cast hilarious love made me smile performances pleasant relationships woody allen Alec Baldwin clever funny Rome Woody Allen adultery great cast love made me smile pleasant woody allen great cast hilarious made me smile pleasant Rome rome adultery relationships love original,1859650
95205,Don't Drink the Water (1969),Comedy,BD-R Added,,Comedy BD-R Added ,64247
95207,Abraham Lincoln: Vampire Hunter (2012),Action Fantasy Horror Thriller,adapted from:book author:Seth Grahame-Smith Stupid American Civil War Predictable Timur Bekmambetov Timur Bekmambetov visually appealing Benjamin Walker Civil War Rufus Sewell Semi-historical Speeches The action vampires America American Civil War battles Predictable US history US President vampires violence visually appealing vampires Predictable Stupid Visuals American Civil War civil war vampires what the fuck? which historical person is gonna be next? who thought of this? Dimensionalized 2-D to 3-D,vampires vampire action adapted from:book slavery,Action Fantasy Horror Thriller adapted from:book author:Seth Grahame-Smith Stupid American Civil War Predictable Timur Bekmambetov Timur Bekmambetov visually appealing Benjamin Walker Civil War Rufus Sewell Semi-historical Speeches The action vampires America American Civil War battles Predictable US history US President vampires violence visually appealing vampires Predictable Stupid Visuals American Civil War civil war vampires what the fuck? which historical person is gonna be next? who thought of this? Dimensionalized 2-D to 3-D vampires vampire action adapted from:book slavery,1611224
95214,Mad Dog Coll (1961),Crime Drama,BD-R,,Crime Drama BD-R ,55118
95216,Winning (1969),Action Drama,,,Action Drama  ,65215
95218,First Position (2011),Documentary,ballet competition dance documentary ballet dance documentary Bess Kargman ballet dance etaege,,Documentary ballet competition dance documentary ballet dance documentary Bess Kargman ballet dance etaege ,2008513
95223,4.3.2.1 (2010),Crime Thriller,,,Crime Thriller  ,1514041
95230,Macbeth in Manhattan (1999),Drama,protagonist is actor based on a play Shakespeare,,Drama protagonist is actor based on a play Shakespeare ,159542
95232,Beauty #2 (1965),Drama,,,Drama  ,208725
95234,Wings in the Dark (1935),Adventure Romance,,,Adventure Romance  ,27221
95237,Detention (2012),Comedy Horror,slasher surreal comedy-horror fun meta nudity (topless),,Comedy Horror slasher surreal comedy-horror fun meta nudity (topless) ,1701990
95285,Nina Frisk (2007),Comedy Drama,,,Comedy Drama  ,827729
95288,Confession (1937),Drama,Joe May,,Drama Joe May ,28737
95290,Kind Lady (1935),Drama Thriller,,,Drama Thriller  ,27845
95294,Planet B-Boy (2007),Documentary,dance,,Documentary dance ,770796
95296,For Greater Glory: The True Story of Cristiada (2012),Drama War,war,,Drama War war ,1566501
95298,Woochi: The Demon Slayer (2009),Action Comedy Fantasy,action fantasy Korean magic monster hunter,,Action Comedy Fantasy action fantasy Korean magic monster hunter ,1274293
95300,Scusa ma ti chiamo amore (2008),Romance,AGE DISPARITY ROMANCE Federico Moccia Rome,,Romance AGE DISPARITY ROMANCE Federico Moccia Rome ,1074213
95302,Torpedo Bombers (Torpedonostsy) (1983),Drama War,arctic aviation Soviet Union World War II Arctic polar,,Drama War arctic aviation Soviet Union World War II Arctic polar ,262052
95305,Taxi Hunter (Di shi pan guan) (1993),Action,,,Action  ,106714
95307,Rock of Ages (2012),Comedy Drama Musical IMAX,Malin Akerman musical Tom Cruise 70's Alec Baldwin musical rock and roll Russell Brand sloppy filming stylized musicians rock and roll IMAX Digital only IMAX DMR,rock and roll musical music musicians good music,Comedy Drama Musical IMAX Malin Akerman musical Tom Cruise 70's Alec Baldwin musical rock and roll Russell Brand sloppy filming stylized musicians rock and roll IMAX Digital only IMAX DMR rock and roll musical music musicians good music,1336608
95309,Seeking a Friend for the End of the World (2012),Comedy Drama Romance,apocalyptic end of the world Keira Knightley sci-fi apocalyptic chick flick depressing emotional Keira Knightley romantic plot Steve Carell apocalyptic dark humor drugs end of the world sex Keira Knightley Rob Corddry Steve Carell apocalyptic apocalyptic chick flick clever could have been edgier could have been funnier dark comedy dark humor end of the world Keira Knightley Martin Sheen meteor road trip sci-fi Steve Carell R:brief violence clever emotional Steve Carell Lorene Scafaria Steve Carell Keira Knightley Steve Carell could have been edgier could have been funnier dark humor Keira Knightley apocalyptic surprisingly touching Keira Knightley romantic plot Steve Carell depressing Keira Knightley romantic plot Steve Carell depressing romantic apocalyptic chick flick dark humor road trip sci-fi,end of the world apocalypse road trip romantic relationships,Comedy Drama Romance apocalyptic end of the world Keira Knightley sci-fi apocalyptic chick flick depressing emotional Keira Knightley romantic plot Steve Carell apocalyptic dark humor drugs end of the world sex Keira Knightley Rob Corddry Steve Carell apocalyptic apocalyptic chick flick clever could have been edgier could have been funnier dark comedy dark humor end of the world Keira Knightley Martin Sheen meteor road trip sci-fi Steve Carell R:brief violence clever emotional Steve Carell Lorene Scafaria Steve Carell Keira Knightley Steve Carell could have been edgier could have been funnier dark humor Keira Knightley apocalyptic surprisingly touching Keira Knightley romantic plot Steve Carell depressing Keira Knightley romantic plot Steve Carell depressing romantic apocalyptic chick flick dark humor road trip sci-fi end of the world apocalypse road trip romantic relationships,1307068
95311,Presto (2008),Animation Children Comedy Fantasy,Doug Sweetland funny pixar Pixar short short short movie short Pixar short memasa's movies rabbits stage magic,,Animation Children Comedy Fantasy Doug Sweetland funny pixar Pixar short short short movie short Pixar short memasa's movies rabbits stage magic ,1245104
95313,Jack-Jack Attack (2005),Adventure Animation Children Comedy,related:The Incredibles (2004) Brad Bird Pixar animation clever dialogue humor script story voice acting witty babysitting Pixar short short,animation pixar animation short pixar too short,Adventure Animation Children Comedy related:The Incredibles (2004) Brad Bird Pixar animation clever dialogue humor script story voice acting witty babysitting Pixar short short animation pixar animation short pixar too short,455565
95352,Jekyll & Hyde (1990),Horror,adapted from:book alter ego author:Robert Louis Stevenson based on a book Robert Louis Stevenson,,Horror adapted from:book alter ego author:Robert Louis Stevenson based on a book Robert Louis Stevenson ,99875
95375,Boundin' (2003),Animation Children,Pixar short Pixar short,,Animation Children Pixar short Pixar short ,395479
95377,One Man Band (2005),Animation Comedy Musical,Andrew Jimenez Mark Andrews Pixar short Pixar short,short pixar animation too short computer animation,Animation Comedy Musical Andrew Jimenez Mark Andrews Pixar short Pixar short short pixar animation too short computer animation,479113
95425,"Map For Saturday, A (2007)",Documentary,,,Documentary  ,1024964
95427,"Silent Scream, The (1980)",Horror Thriller,,,Horror Thriller  ,81515
95441,Ted (2012),Comedy Fantasy,Mark Wahlberg not funny pointless waste of time crude humor directorial debut Mark Wahlberg Mila Kunis Patrick Stewart Seth MacFarlane bromance bromantic cgi Mark Wahlberg Mila Kunis Seth MacFarlane cast crude humor Seth MacFarlane Boston buddy movie CG animation comedy crude humor Funny Mark Wahlberg Mila Kunis Nudity (Topless) crude humor Mila Kunis Mila Kunis predictable Unfunny fart jokes Flash Gordon references Mila Kunis Teddy Bear wishes Comedy Mark Wahlberg Mila Kunis boring overrated predictable Mark Wahlberg Mila Kunis Ray Romano Seth MacFarlane Ted Danson Tom Skerritt Mila Kunis predictable Unfunny Mark Wahlberg Patrick Stewart bromantic comedy crude humor Mark Wahlberg predictable crude humor Mila Kunis buddy movie Mark Wahlberg Bechdel Test:Fail predictable comedy Funny Mark Wahlberg Mila Kunis Patrick Stewart predictable Predictable Unfunny Waste of time bromance buddy movie crude humor directorial debut Mark Wahlberg Mila Kunis Nudity (Topless) Seth MacFarlane funny Vulgar jokes Boston buddy movie cgi comedy fantasy imaginary friend Mark Wahlberg Mila Kunis predictable Seth MacFarlane weed CG animation crude humor Boston boston accent bromance bromantic bromantic comedy CG CG animation cgi comedy crude humor directorial debut Mark Wahlberg Mila Kunis Patrick Stewart Seth MacFarlane wishes crude humor Funny Mila Kunis Seth MacFarlane Mark Wahlberg Mila Kunis Seth MacFarlane buddy movie crude humor directorial debut nudity (topless) Bechdel Test:Fail Boston CG animation crude humor directorial debut Mark Wahlberg Mila Kunis Patrick Stewart crude humor Mark Wahlberg Mila Kunis not funny vulgar buddy movie Comedy Funny Mila Kunis bromantic predictable cocaine drugs Bechdel Test:Fail pointless predictable unfunny crude humor crude humor Funny language Mark Wahlberg buddy movie crude humor Mark Wahlberg Mila Kunis not funny Nudity (Topless) Patrick Stewart predictable,comedy weed funny crude humor hilarious,Comedy Fantasy Mark Wahlberg not funny pointless waste of time crude humor directorial debut Mark Wahlberg Mila Kunis Patrick Stewart Seth MacFarlane bromance bromantic cgi Mark Wahlberg Mila Kunis Seth MacFarlane cast crude humor Seth MacFarlane Boston buddy movie CG animation comedy crude humor Funny Mark Wahlberg Mila Kunis Nudity (Topless) crude humor Mila Kunis Mila Kunis predictable Unfunny fart jokes Flash Gordon references Mila Kunis Teddy Bear wishes Comedy Mark Wahlberg Mila Kunis boring overrated predictable Mark Wahlberg Mila Kunis Ray Romano Seth MacFarlane Ted Danson Tom Skerritt Mila Kunis predictable Unfunny Mark Wahlberg Patrick Stewart bromantic comedy crude humor Mark Wahlberg predictable crude humor Mila Kunis buddy movie Mark Wahlberg Bechdel Test:Fail predictable comedy Funny Mark Wahlberg Mila Kunis Patrick Stewart predictable Predictable Unfunny Waste of time bromance buddy movie crude humor directorial debut Mark Wahlberg Mila Kunis Nudity (Topless) Seth MacFarlane funny Vulgar jokes Boston buddy movie cgi comedy fantasy imaginary friend Mark Wahlberg Mila Kunis predictable Seth MacFarlane weed CG animation crude humor Boston boston accent bromance bromantic bromantic comedy CG CG animation cgi comedy crude humor directorial debut Mark Wahlberg Mila Kunis Patrick Stewart Seth MacFarlane wishes crude humor Funny Mila Kunis Seth MacFarlane Mark Wahlberg Mila Kunis Seth MacFarlane buddy movie crude humor directorial debut nudity (topless) Bechdel Test:Fail Boston CG animation crude humor directorial debut Mark Wahlberg Mila Kunis Patrick Stewart crude humor Mark Wahlberg Mila Kunis not funny vulgar buddy movie Comedy Funny Mila Kunis bromantic predictable cocaine drugs Bechdel Test:Fail pointless predictable unfunny crude humor crude humor Funny language Mark Wahlberg buddy movie crude humor Mark Wahlberg Mila Kunis not funny Nudity (Topless) Patrick Stewart predictable comedy weed funny crude humor hilarious,1637725
95443,"Giant Mechanical Man, The (2012)",Comedy Drama Romance,chris messina human condition Jenna Fischer real cliche consumerism human condition Jenna Fischer real cliche,,Comedy Drama Romance chris messina human condition Jenna Fischer real cliche consumerism human condition Jenna Fischer real cliche ,1769363
95446,Tin Toy (1988),Animation Children,Pixar short,computer animation short pixar toys too short,Animation Children Pixar short computer animation short pixar toys too short,96273
95449,Magic Mike (2012),Drama Romance,"Nudity (Topless) good fun needed more dancing strippers a \\""fragment\""\"" rather than a story"" good fun needed more dancing should have been better a \\""fragment\""\"" rather than a story"" bad acting Bechdel Test:Fail toplist12 Channing Tatum dancing Steven Soderbergh strippers Steven Soderbergh Steven Soderbergh bad acting dancing strippers Bechdel Test:Fail dance nudity (topless) strippers",strippers male nudity dancing pornography sexy,"Drama Romance Nudity (Topless) good fun needed more dancing strippers a \\""fragment\""\"" rather than a story"" good fun needed more dancing should have been better a \\""fragment\""\"" rather than a story"" bad acting Bechdel Test:Fail toplist12 Channing Tatum dancing Steven Soderbergh strippers Steven Soderbergh Steven Soderbergh bad acting dancing strippers Bechdel Test:Fail dance nudity (topless) strippers strippers male nudity dancing pornography sexy",1915581
95461,Revenge of the Electric Car (2011),Documentary,Chris Paine cars BD-R,,Documentary Chris Paine cars BD-R ,1413496
95473,Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi) (1992),Action Adventure Animation,,,Action Adventure Animation  ,142237
95475,Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991),Action Adventure Animation,,,Action Adventure Animation  ,1125254
95477,Blood of the Vampire (1958),Horror Sci-Fi,BD-R,,Horror Sci-Fi BD-R ,51422
95480,Disneyland Dream (1956),Documentary,,,Documentary  ,1349452
95482,Disney Sing Along Songs: Under the Sea (1990),Animation Children Musical,disney singing songs,,Animation Children Musical disney singing songs ,285021
95484,Pulgasari (1985),Action Drama Fantasy,,,Action Drama Fantasy  ,89851
95486,"Toughest Man in the World, The (1984)",Comedy Drama,,,Comedy Drama  ,88291
95488,On the Road (2012),Adventure Drama,Nudity (Topless) based on a book Jack Kerouac nudity (topless) road trip Nudity (Topless - Notable),based on a book road trip road movie adapted from:book based on book,Adventure Drama Nudity (Topless) based on a book Jack Kerouac nudity (topless) road trip Nudity (Topless - Notable) based on a book road trip road movie adapted from:book based on book,337692
95491,Norman (2010),Comedy Drama,reviewed Dan Byrd score:Andrew Bird Sountrack family death high school isolation loneliness romance score:Andrew Bird score:Wolf Parade,,Comedy Drama reviewed Dan Byrd score:Andrew Bird Sountrack family death high school isolation loneliness romance score:Andrew Bird score:Wolf Parade ,1247683
95494,Joffrey: Mavericks of American Dance (2012),Documentary,ballet dance documentary music ballet dance,,Documentary ballet dance documentary music ballet dance ,1829041
95497,Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin) (1992),Action Adventure Animation,6.4-FilmAffinity,,Action Adventure Animation 6.4-FilmAffinity ,142241
95499,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen) (1993),Action Adventure Animation,,,Action Adventure Animation  ,142242
95504,Virtual JFK: Vietnam If Kennedy Had Lived (2008),Documentary,alternate reality,,Documentary alternate reality ,1205541
95506,Extraterrestrial (Extraterrestre) (2011),Comedy Drama Sci-Fi,,,Comedy Drama Sci-Fi  ,1680133
95508,Cleanskin (2012),Crime Drama Thriller,dehumanization nudity (topless) terrorism boring add to prospects list,,Crime Drama Thriller dehumanization nudity (topless) terrorism boring add to prospects list ,1598873
95510,"Amazing Spider-Man, The (2012)",Action Adventure Sci-Fi IMAX,funny nerds kicking butt comic book Marvel superhero Marvel watch the credits Andrew Garfield digital cinematography Emma Stone Martin Sheen Shot using RED Epic Spider-Man action digital cinematography Emma Stone family friendly Marvel not as good as the original plot Reboot special effects Spider-Man Emma Stone family friendly intense plot Andrew Garfield family friendly action comic book superhero action Andrew Garfield comic book Emma Stone Marvel Spider-Man superhero emma stone to see: superhero Andrew Garfield Emma Stone Martin Sheen Spider-Man action comic book Emma Stone family friendly nerds kicking butt Spider-Man superhero Comic Book Denis Leary Martin Sheen Sally Field action Andrew Garfield Emma Stone Marc Webb Reboot Spider-Man watch the credits torrential downpour Andrew Garfield Emma Stone Marvel special effects Andrew Garfield Martin Sheen Reboot Spider-Man watch the credits Andrew Garfield digital cinematography Emma Stone family friendly Martin Sheen Reboot Shot using RED Epic watch the credits Andrew Garfield Marvel superhero action Andrew Garfield comic book double life Emma Stone Martin Sheen Marvel Reboot remake Rhys Ifans special effects Spider-Man superhero watch the credits action comic book Emma Stone superhero remake Teenmovie Andrew Garfield Primer_veure_spiderman3 TE_CONTINUACIO Andrew Garfield remake superhero action Andrew Garfield Emma Stone family friendly reboot special effects Spider-Man comic book Denis Leary Emma Stone Martin Sheen Marvel Spider-Man superhero action Marvel special effects Spider-Man superhero Marc Webb Teenmovie emma stone nerds kicking butt Bad Adaptation Corny Andrew Garfield reboot remake Andrew Garfield Emma Stone product placement not as good as the original Andrew Garfield Emma Stone Reboot Spider-Man big budget comic book double life jazz club Marvel superhero watch the credits dialogue Emma Stone comic book nerds kicking butt special effects Spider-Man superhero action comic book Reboot special effects Spider-Man superhero Andrew Garfield Emma Stone nerds kicking butt Rhys Ifans andrew garfield Emma Stone superhero BD-Video DVD-Video IMAX DMR 3-D Stereoscopic 3-D Andrew Garfield Emma Stone nerds kicking butt Spider-Man Andrew Garfield bad editing dangling plotlines Emma Stone Marvel missing scenes not as good as the original Rhys Ifans Spider-Man superhero Andrew Garfield special effects action funny Emma Stone,super hero superhero superheroes based on a comic big budget,Action Adventure Sci-Fi IMAX funny nerds kicking butt comic book Marvel superhero Marvel watch the credits Andrew Garfield digital cinematography Emma Stone Martin Sheen Shot using RED Epic Spider-Man action digital cinematography Emma Stone family friendly Marvel not as good as the original plot Reboot special effects Spider-Man Emma Stone family friendly intense plot Andrew Garfield family friendly action comic book superhero action Andrew Garfield comic book Emma Stone Marvel Spider-Man superhero emma stone to see: superhero Andrew Garfield Emma Stone Martin Sheen Spider-Man action comic book Emma Stone family friendly nerds kicking butt Spider-Man superhero Comic Book Denis Leary Martin Sheen Sally Field action Andrew Garfield Emma Stone Marc Webb Reboot Spider-Man watch the credits torrential downpour Andrew Garfield Emma Stone Marvel special effects Andrew Garfield Martin Sheen Reboot Spider-Man watch the credits Andrew Garfield digital cinematography Emma Stone family friendly Martin Sheen Reboot Shot using RED Epic watch the credits Andrew Garfield Marvel superhero action Andrew Garfield comic book double life Emma Stone Martin Sheen Marvel Reboot remake Rhys Ifans special effects Spider-Man superhero watch the credits action comic book Emma Stone superhero remake Teenmovie Andrew Garfield Primer_veure_spiderman3 TE_CONTINUACIO Andrew Garfield remake superhero action Andrew Garfield Emma Stone family friendly reboot special effects Spider-Man comic book Denis Leary Emma Stone Martin Sheen Marvel Spider-Man superhero action Marvel special effects Spider-Man superhero Marc Webb Teenmovie emma stone nerds kicking butt Bad Adaptation Corny Andrew Garfield reboot remake Andrew Garfield Emma Stone product placement not as good as the original Andrew Garfield Emma Stone Reboot Spider-Man big budget comic book double life jazz club Marvel superhero watch the credits dialogue Emma Stone comic book nerds kicking butt special effects Spider-Man superhero action comic book Reboot special effects Spider-Man superhero Andrew Garfield Emma Stone nerds kicking butt Rhys Ifans andrew garfield Emma Stone superhero BD-Video DVD-Video IMAX DMR 3-D Stereoscopic 3-D Andrew Garfield Emma Stone nerds kicking butt Spider-Man Andrew Garfield bad editing dangling plotlines Emma Stone Marvel missing scenes not as good as the original Rhys Ifans Spider-Man superhero Andrew Garfield special effects action funny Emma Stone super hero superhero superheroes based on a comic big budget,948470
95517,"Barchester Chronicles, The (1982)",Drama,,,Drama  ,86667
95519,Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu) (1993),Action Adventure Animation Fantasy,6.7-FilmAffinity,,Action Adventure Animation Fantasy 6.7-FilmAffinity ,142238
95521,Reminiscences of a Journey to Lithuania (1972),Documentary,,,Documentary  ,69172
95524,Noroi: The Curse (2005),Horror,,,Horror  ,930083
95529,ID:A (2011),Crime Thriller,,,Crime Thriller  ,1731998
95531,"Koruto wa ore no pasupooto (Colt Is My Passport, A) (1967)",Action Crime Drama,Criterion Takashi Nomura,,Action Crime Drama Criterion Takashi Nomura ,330536
95533,Coup de grâce (Der Fangschuß) (1976),Drama War,Criterion Volker Schlöndorff,,Drama War Criterion Volker Schlöndorff ,74515
95539,Wrong Turn 3: Left for Dead (2009),Horror,nudity (topless),,Horror nudity (topless) ,1261978
95541,Blacksmith Scene (1893),(no genres listed),short,,(no genres listed) short ,5
95543,Ice Age 4: Continental Drift (2012),Adventure Animation Comedy,Animated Corny ending franchise Peter Dinklage Scrat Scrat steals the show sequel Mike Thurmeier Steve Martino Corny ending Peter Dinklage Ray Romano franchise ocean pirates talking animals Animated Corny ending ocean Stereoscopic 3-D,franchise kids and family animation computer animation talking animals,Adventure Animation Comedy Animated Corny ending franchise Peter Dinklage Scrat Scrat steals the show sequel Mike Thurmeier Steve Martino Corny ending Peter Dinklage Ray Romano franchise ocean pirates talking animals Animated Corny ending ocean Stereoscopic 3-D franchise kids and family animation computer animation talking animals,1667889
95558,Beasts of the Southern Wild (2012),Drama Fantasy,16mm Camera d'Or winner Court 13 Louisiana Sundance 2012 Grand Jury Prize: Dramatic Terrebonnne Parish emotional great acting surreal child's perspective great acting Strange surreal 16mm Louisiana original shaky camera Bob*ola Bechdel Test:Pass child's perspective emotional father daughter relationship great acting Louisiana emotional monsters sad Strange Benh Zeitlin emotional monsters original Quvenzhane Wallis sad child's perspective great acting surreal toplist12 emotional surreal emotional original Strange surreal emotional monsters original Oscar 2013 sad Strange child's perspective surreal Benh Zeitlin Louisiana Southern theme child's perspective sentimental Strange child's perspective Dwight Henry emotional great acting independence Quvenzhane Wallis shaky camera Camera d'Or winner emotional original Quvenzhane Wallis sad Sundance 2012 Grand Jury Prize: Dramatic,father daughter relationship original surreal emotional cinematography,Drama Fantasy 16mm Camera d'Or winner Court 13 Louisiana Sundance 2012 Grand Jury Prize: Dramatic Terrebonnne Parish emotional great acting surreal child's perspective great acting Strange surreal 16mm Louisiana original shaky camera Bob*ola Bechdel Test:Pass child's perspective emotional father daughter relationship great acting Louisiana emotional monsters sad Strange Benh Zeitlin emotional monsters original Quvenzhane Wallis sad child's perspective great acting surreal toplist12 emotional surreal emotional original Strange surreal emotional monsters original Oscar 2013 sad Strange child's perspective surreal Benh Zeitlin Louisiana Southern theme child's perspective sentimental Strange child's perspective Dwight Henry emotional great acting independence Quvenzhane Wallis shaky camera Camera d'Or winner emotional original Quvenzhane Wallis sad Sundance 2012 Grand Jury Prize: Dramatic father daughter relationship original surreal emotional cinematography,2125435
95560,Dangerous Davies: The Last Detective (1981),Comedy Crime,adapted from:book author:Leslie Thomas character:Dangerous Davies rape subgenre:police detective Val Guest,,Comedy Crime adapted from:book author:Leslie Thomas character:Dangerous Davies rape subgenre:police detective Val Guest ,80593
95563,Dynamite (1929),Drama,Cecil B. DeMille,,Drama Cecil B. DeMille ,19843
95565,"Day the Fish Came Out, The (1967)",Comedy Sci-Fi,,,Comedy Sci-Fi  ,61553
95567,People Like Us (2012),Drama,absent fathers Drama Original Chris Pine Drama Elizabeth Banks family bonds Alex Kurtzman,drama family drama dramatic original dysfunctional family,Drama absent fathers Drama Original Chris Pine Drama Elizabeth Banks family bonds Alex Kurtzman drama family drama dramatic original dysfunctional family,1716777
95570,Crazed Fruit (Kurutta kajitsu) (1956),Drama,Criterion Kô Nakahira,,Drama Criterion Kô Nakahira ,160440
95572,Cruel Gun Story (Kenjû zankoku monogatari) (1964),Action Crime Thriller,Criterion Takumi Furukawa,,Action Crime Thriller Criterion Takumi Furukawa ,1446089
95574,Flame and Women (Honô to onna) (1967),Drama,,,Drama  ,61675
95576,Euridice BA 2O37 (Evridiki BA 2O37) (1975),Drama,,,Drama  ,72958
95578,"Stoplight Society, The (La Sociedad del Semáforo) (2010)",Drama,,,Drama  ,1732676
95581,"Flying Fleet, The (1929)",Adventure Drama Romance,,,Adventure Drama Romance  ,19886
95583,Savages (2012),Crime Drama Thriller,ending polyamory violence visually appealing Acting Crime sex violence Oliver Stone Violence,violence marijuana visually appealing drugs weed,Crime Drama Thriller ending polyamory violence visually appealing Acting Crime sex violence Oliver Stone Violence violence marijuana visually appealing drugs weed,1615065
95588,Balto: Wolf Quest (2002),Adventure Animation Children,unnecessary sequel,,Adventure Animation Children unnecessary sequel ,281634
95591,Rat King (2012),Mystery Thriller,visually stunning,,Mystery Thriller visually stunning ,2082410
95595,Bela Kiss: Prologue (2013),Horror Mystery Thriller,,,Horror Mystery Thriller  ,1830495
95597,Ticket To Romance (En enkelt til Korsør) (2008),Comedy Drama Romance,,,Comedy Drama Romance  ,1301706
95600,Candles on Bay Street (2006),Drama,,,Drama  ,869019
95602,Once Upon a Time in Phuket (En gång i Phuket) (2011),Comedy,,,Comedy  ,2082262
95604,The War (2007),Documentary War,Ken Burns Lynn Novick,,Documentary War Ken Burns Lynn Novick ,996994
95606,Thomas Jefferson (1997),Documentary,Ken Burns biography history made for TV US President might like,,Documentary Ken Burns biography history made for TV US President might like ,118489
95611,Mooz-lum (2011),Drama,Qasim Basir,,Drama Qasim Basir ,1450328
95613,"Union, The (2011)",Documentary,,,Documentary  ,1854364
95615,"Miser, The (L'avare) (1980)",Comedy,adapted from:play playwright:MoliÃ¨re Louis de FunÃ¨s miser MoliÃ©re Theater Uderzo,,Comedy adapted from:play playwright:MoliÃ¨re Louis de FunÃ¨s miser MoliÃ©re Theater Uderzo ,78813
95617,Scorcher (2002),Action Sci-Fi,,,Action Sci-Fi  ,303017
95624,"Firm, The (2009)",Drama,,,Drama  ,1313113
95628,Red's Dream (1987),Animation Children,bicycle circus clowns Pixar short,,Animation Children bicycle circus clowns Pixar short ,93832
95652,"Fatal Hour, The (1940)",Crime Mystery Thriller,DVD-RAM DVD-Video,,Crime Mystery Thriller DVD-RAM DVD-Video ,32457
95654,Geri's Game (1997),Animation Children,Pixar short Pixar short Pixar short chess,,Animation Children Pixar short Pixar short Pixar short chess ,131409
95658,My Last Day Without You (Nie mehr ohne Dich) (2011),Comedy Drama Romance,afro-american Christianity German New York City predictable ending romance slow paced unpredictable plot,,Comedy Drama Romance afro-american Christianity German New York City predictable ending romance slow paced unpredictable plot ,1679248
95670,Tyler Perry's Madea's Witness Protection (2012),Comedy,comedy about witness protection/relocation witness protection programme Jokes Tyler Perry,,Comedy comedy about witness protection/relocation witness protection programme Jokes Tyler Perry ,2215285
95672,"Black Windmill, The (1974)",Crime Drama,,,Crime Drama  ,71229
95688,"Good Night to Die, A (2003)",Action Comedy Crime Thriller,,,Action Comedy Crime Thriller  ,203536
95690,Some Guy Who Kills People (2011),Comedy Thriller,,,Comedy Thriller  ,1568341
95695,"Five Minarets in New York (Act of Vengeance) (Terrorist, The) (2010)",Drama,Bob*ola Islam New York City religion,,Drama Bob*ola Islam New York City religion ,1686039
95705,Sasori (2008),Action,,,Action  ,1135983
95717,Treasure Island (2012),Adventure,based on a book island made for TV Robert Louis Stevenson based on a book island,,Adventure based on a book island made for TV Robert Louis Stevenson based on a book island ,1820723
95720,"Watch, The (2012)",Comedy Sci-Fi,Vince Vaughn aliens Akiva Schaffer Jonah Hill aliens nudity (topless) aliens,comedy alien alien invasion aliens goofy,Comedy Sci-Fi Vince Vaughn aliens Akiva Schaffer Jonah Hill aliens nudity (topless) aliens comedy alien alien invasion aliens goofy,1298649
95732,Vampires (2010),Comedy Fantasy Horror,Vincent Lannoo DVD-RAM,,Comedy Fantasy Horror Vincent Lannoo DVD-RAM ,1500906
95735,"Drive, He Said (1971)",Comedy Drama,Criterion Jack Nicholson,,Comedy Drama Criterion Jack Nicholson ,68509
95738,"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995)",Children Musical Mystery,,,Children Musical Mystery  ,283851
95740,"Adventures of Mary-Kate and Ashley, The: The Case of the United States Navy Adventure (1997)",Children Musical Mystery,,,Children Musical Mystery  ,283856
95742,Someday This Pain Will Be Useful to You (2011),Drama,,,Drama  ,1703125
95744,2 Days in New York (2012),Comedy,romance. New York City nudity (topless) siblings BD-R,relationships dysfunctional family new york city new york original,Comedy romance. New York City nudity (topless) siblings BD-R relationships dysfunctional family new york city new york original,1602472
95746,Radio On (1980),Drama,,,Drama  ,79773
95748,2010: Moby Dick (2010),Action Adventure Thriller,author:Herman Melville based on a book Herman Melville,,Action Adventure Thriller author:Herman Melville based on a book Herman Melville ,1694508
95750,Promise of the Flesh (Yukcheui yaksok) (1975),(no genres listed),based on a book,,(no genres listed) based on a book ,163914
95752,Terminal USA (1993),Comedy,,,Comedy  ,111399
95754,From Beginning to End (Do Começo ao Fim) (2009),Drama Romance,brother-brother relationship brothers gay Gay Character gay romance,,Drama Romance brother-brother relationship brothers gay Gay Character gay romance ,1440741
95756,"Cat in the Hat, The (1971)",Animation Children,adapted from:book author:Dr. Seuss Hawley Pratt based on a book Dr. Seuss,,Animation Children adapted from:book author:Dr. Seuss Hawley Pratt based on a book Dr. Seuss ,284714
